"escuela","sexo","edad","ambito","grupo_familiar","estado_padres","educ_madre","educ_padre","trabajo_madre","trabajo_padre","razon_escuela","tutor","duracion_viaje","tiempo_estudio","asignaturas_perdidas","becas","apoyo_familiar","clases_particulares","act_extracurriculares","fue_guarderia","quiere_educ_superior","internet_casa","en_pareja","rel_familia","tiempo_libre","sale_con_amigos","alcohol_diario","alcohol_semanal","salud","ausencias","nota_1er_parcial","nota_2do_parcial","nota_final"
"GP","M",16,"urbano","mas de 3","juntos","secundaria","secundaria","servicios publicos","otro","cerca de casa","padre","1 a 15 min","5 a 10 horas",0,"no","si","no","si","si","si","si","no","muy buena","mas o menos","mas o menos","muy poco","muy poco","muy buena",2,16,18,18
"GP","M",15,"rural","mas de 3","juntos","universitaria","universitaria","otro","otro","cerca de casa","padre","mas de 1 hora","mas de 10 horas",0,"no","si","si","si","si","si","si","si","muy mala","mas o menos","muchisimo","mas o menos","muchisimo","muy mala",6,10,13,13
"GP","F",16,"urbano","menos de 3","juntos","universitaria","universitaria","salud","salud","otra","madre","1 a 15 min","5 a 10 horas",0,"no","si","si","si","si","si","","si","muy buena","mucho","muchisimo","muy poco","muy poco","buena",4,14,15,16
"GP","M",15,"urbano","menos de 3","separados","universitaria","universitaria","educacion","educacion","cursos","madre","1 a 15 min","menos de 2 horas",0,"no","no","no","si","si","si","","no","muy buena","muchisimo","mas o menos","muy poco","muy poco","buena",6,18,19,19
"GP","F",16,"rural","mas de 3","juntos","secundaria","secundaria","servicios publicos","otro","reputacion","padre","1 a 15 min","5 a 10 horas",1,"si","si","no","si","si","si","si","no","buena","muy poco","poco","muy poco","muy poco","mala",0,7,10,10
"GP","F",16,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","desde casa","otro","cerca de casa","madre","1 a 15 min","2 a 5 horas",1,"si","no","no","si","si","si","si","no","mas o menos","muy poco","poco","muy poco","muy poco","muy buena",6,10,13,13
"GP","M",15,"urbano","menos de 3","juntos","universitaria","primaria (hasta 9no)","educacion","otro","cursos","madre","1 a 15 min","menos de 2 horas",0,"no","no","no","no","si","","si","no","mas o menos","muchisimo","poco","muy poco","muy poco","mas o menos",10,18,19,19
"GP","M",15,"rural","mas de 3","","primaria (hasta 9no)","primaria (hasta 4to)","salud","servicios publicos","reputacion","madre","1 a 15 min","2 a 5 horas",0,"","no","no","si","si","si","si","si","muy buena","mucho","poco","muy poco","muy poco","muy buena",8,9,9,9
"GP","M",16,"urbano","mas de 3","juntos","universitaria","universitaria","educacion","educacion","cursos","padre","1 a 15 min","2 a 5 horas",0,"no","si","no","si","si","si","si","no","muy buena","mucho","mucho","muy poco","poco","muy buena",2,15,15,16
"GP","M",15,"urbano","mas de 3","","universitaria","universitaria","otro","educacion","reputacion","padre","15 a 30 min","2 a 5 horas",0,"no","si","no","si","","si","no","no","buena","mucho","mas o menos","muy poco","muy poco","mala",2,11,13,14
"GP","M",16,"urbano","mas de 3","juntos","secundaria","secundaria","otro","servicios publicos","cerca de casa","padre","15 a 30 min","menos de 2 horas",0,"no","no","no","si","","si","si","no","muy buena","mucho","poco","muy poco","muy poco","muy buena",0,13,14,13
"GP","M",17,"rural","mas de 3","juntos","primaria (hasta 4to)","secundaria","otro","otro","cursos","padre","30 min a 1 hora","2 a 5 horas",1,"no","si","no","si","si","si","si","no","muy buena","poco","mucho","muy poco","mucho","muy buena",20,9,7,8
"GP","M",15,"urbano","mas de 3","juntos","secundaria","universitaria","otro","otro","reputacion","padre","1 a 15 min","menos de 2 horas",0,"no","no","no","no","si","si","si","no","mas o menos","mucho","mas o menos","muy poco","poco","buena",6,14,13,13
"GP","F",15,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 9no)","desde casa","servicios publicos","cursos","madre","1 a 15 min","2 a 5 horas",0,"no","no","no","no","no","si","si","no","mas o menos","poco","mas o menos","muy poco","poco","muy mala",2,16,15,15
"GP","M",15,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","servicios publicos","servicios publicos","cerca de casa","padre","1 a 15 min","mas de 10 horas",0,"no","si","si","si","si","si","si","no","muy buena","muchisimo","mucho","muy poco","poco","muy buena",6,16,14,15
"GP","F",16,"urbano","menos de 3","juntos","primaria (hasta 9no)","universitaria","otro","salud","cursos","padre","15 a 30 min","2 a 5 horas",0,"no","si","si","si","si","","si","si","buena","poco","poco","muy poco","poco","muy buena",2,13,13,13
"GP","M",16,"urbano","mas de 3","juntos","universitaria","universitaria","salud","otro","cursos","madre","1 a 15 min","menos de 2 horas",0,"no","si","no","si","si","","si","no","mas o menos","mucho","mucho","muy poco","mucho","muy buena",18,14,11,13
"GP","F",16,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"","no","si","no","","si","si","si","muy buena","mucho","mucho","muy poco","muy poco","muy buena",0,8,7,8
"GP","M",15,"urbano","mas de 3","","secundaria","universitaria","servicios publicos","servicios publicos","cerca de casa","padre","1 a 15 min","menos de 2 horas",0,"si","no","no","no","","si","si","no","muy buena","muchisimo","muchisimo","mas o menos","poco","muy buena",0,13,13,12
"GP","F",15,"urbano","menos de 3","separados","secundaria","universitaria","otro","","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"si","no","no","si","si","","si","si","muy buena","mas o menos","poco","muy poco","muy poco","muy mala",0,7,10,11
"GP","F",19,"urbano","mas de 3","juntos","ninguna","primaria (hasta 4to)","desde casa","otro","cursos","otro","1 a 15 min","2 a 5 horas",3,"no","si","no","no","no","no","no","no","mas o menos","mucho","poco","muy poco","muy poco","muy buena",2,7,8,9
"GP","M",18,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","servicios publicos","","reputacion","madre","1 a 15 min","menos de 2 horas",2,"no","si","no","si","si","si","si","no","mas o menos","mas o menos","mas o menos","muy poco","poco","buena",0,7,4,0
"GP","M",16,"rural","mas de 3","juntos","universitaria","universitaria","educacion","educacion","cursos","madre","1 a 15 min","menos de 2 horas",0,"no","no","si","si","si","si","","no","mas o menos","muchisimo","muchisimo","poco","muchisimo","buena",8,18,18,18
"GP","F",15,"rural","mas de 3","juntos","secundaria","universitaria","servicios publicos","educacion","cursos","padre","15 a 30 min","5 a 10 horas",2,"no","si","no","no","si","si","si","si","buena","poco","poco","poco","poco","muy buena",0,12,0,0
"GP","F",15,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","otro","cursos","madre","30 min a 1 hora","menos de 2 horas",0,"no","si","no","si","no","si","si","si","buena","mas o menos","mas o menos","muy poco","poco","buena",0,8,0,0
"GP","F",17,"urbano","menos de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","cursos","padre","1 a 15 min","menos de 2 horas",0,"no","si","no","no","si","si","si","si","mas o menos","mucho","mucho","muy poco","mas o menos","muy buena",12,10,13,12
"GP","F",16,"urbano","mas de 3","separados","secundaria","universitaria","servicios publicos","otro","cursos","padre","1 a 15 min","menos de 2 horas",0,"","no","no","no","si","","si","no","mas o menos","poco","muy poco","muy poco","mucho","muy buena",16,12,11,11
"GP","M",15,"rural","mas de 3","juntos","secundaria","universitaria","desde casa","educacion","cursos","madre","mas de 1 hora","2 a 5 horas",0,"no","si","no","no","si","si","no","si","muy buena","mas o menos","mas o menos","muy poco","muy poco","muy buena",0,9,0,0
"GP","F",15,"urbano","mas de 3","juntos","universitaria","universitaria","servicios publicos","desde casa","cursos","madre","1 a 15 min","5 a 10 horas",0,"no","si","no","si","si","","si","si","buena","mas o menos","mas o menos","muy poco","muy poco","muy buena",0,11,0,0
"GP","M",17,"rural","mas de 3","juntos","secundaria","universitaria","desde casa","","cursos","madre","30 min a 1 hora","2 a 5 horas",0,"no","no","no","no","si","si","no","no","muy buena","mucho","muchisimo","poco","mucho","muy buena",0,10,0,0
"GP","F",16,"urbano","mas de 3","separados","secundaria","secundaria","otro","otro","cursos","otro","15 a 30 min","menos de 2 horas",2,"no","si","no","si","no","si","si","si","buena","mas o menos","poco","muy poco","muy poco","muy buena",0,4,0,0
"GP","M",16,"urbano","menos de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","servicios publicos","otro","cursos","madre","1 a 15 min","2 a 5 horas",1,"","no","no","no","si","si","no","si","buena","mucho","mucho","muy poco","mas o menos","muy buena",0,14,12,12
"GP","F",15,"urbano","mas de 3","juntos","universitaria","universitaria","educacion","educacion","cursos","madre","15 a 30 min","menos de 2 horas",0,"","no","no","si","","si","si","no","buena","mas o menos","poco","muy poco","muy poco","muy buena",0,16,16,15
"GP","M",15,"urbano","mas de 3","juntos","universitaria","secundaria","educacion","servicios publicos","cursos","padre","15 a 30 min","mas de 10 horas",0,"si","si","no","no","si","","si","no","mala","poco","poco","muy poco","muy poco","mas o menos",0,7,9,0
"GP","M",16,"urbano","menos de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","servicios publicos","servicios publicos","reputacion","padre","15 a 30 min","menos de 2 horas",2,"no","si","no","si","si","si","si","no","mala","mas o menos","mas o menos","poco","poco","mala",8,9,9,9
"GP","F",15,"urbano","mas de 3","juntos","universitaria","universitaria","educacion","servicios publicos","cursos","madre","1 a 15 min","5 a 10 horas",0,"no","si","si","si","si","","","no","buena","poco","poco","muy poco","muy poco","muy buena",2,9,11,11
"GP","F",16,"urbano","menos de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","desde casa","cursos","madre","1 a 15 min","menos de 2 horas",0,"no","no","no","no","si","si","si","no","mas o menos","mucho","mucho","mas o menos","mas o menos","muy mala",2,14,14,13
"GP","M",17,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","otro","otro","cerca de casa","","1 a 15 min","menos de 2 horas",3,"no","si","no","no","si","si","","no","muy buena","mucho","muchisimo","muy poco","poco","muy buena",0,5,0,0
"GP","F",15,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","servicios publicos","cursos","padre","1 a 15 min","2 a 5 horas",0,"no","si","si","no","si","si","","no","buena","mucho","poco","muy poco","poco","muy buena",0,8,11,11
"GP","F",15,"urbano","mas de 3","juntos","secundaria","primaria (hasta 9no)","salud","servicios publicos","cerca de casa","padre","1 a 15 min","2 a 5 horas",3,"no","si","no","no","si","si","si","no","mas o menos","mas o menos","poco","muy poco","muy poco","mas o menos",0,6,7,0
"GP","F",15,"urbano","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 9no)","desde casa","otro","cursos","madre","1 a 15 min","2 a 5 horas",0,"no","si","si","no","no","si","si","no","buena","mas o menos","poco","muy poco","muy poco","muy buena",2,10,11,11
"GP","M",16,"urbano","mas de 3","juntos","universitaria","universitaria","educacion","educacion","cursos","madre","1 a 15 min","menos de 2 horas",0,"no","si","no","no","si","no","si","si","mas o menos","mas o menos","poco","poco","muy poco","muy buena",0,7,6,0
"GP","M",15,"urbano","menos de 3","separados","primaria (hasta 9no)","primaria (hasta 4to)","servicios publicos","otro","cursos","","mas de 1 hora","menos de 2 horas",3,"no","no","no","no","si","si","si","no","buena","muchisimo","muchisimo","poco","muchisimo","muy buena",0,8,9,10
"GP","M",18,"urbano","menos de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","otro","cursos","madre","1 a 15 min","menos de 2 horas",3,"no","no","no","no","si","no","si","si","mala","mas o menos","muchisimo","poco","muchisimo","buena",0,6,5,0
"GP","M",16,"urbano","menos de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","desde casa","otro","cursos","madre","1 a 15 min","menos de 2 horas",1,"no","no","no","si","si","si","no","si","buena","mucho","mucho","mas o menos","muchisimo","muy buena",6,12,13,14
"GP","F",15,"rural","mas de 3","juntos","secundaria","secundaria","servicios publicos","servicios publicos","reputacion","otro","15 a 30 min","5 a 10 horas",2,"no","si","si","si","si","si","si","si","buena","poco","muy poco","poco","mas o menos","mas o menos",8,10,10,10
"GP","M",19,"urbano","mas de 3","juntos","secundaria","primaria (hasta 9no)","servicios publicos","desde casa","cerca de casa","madre","1 a 15 min","menos de 2 horas",3,"","si","no","no","si","no","","si","buena","muchisimo","mucho","muy poco","muy poco","buena",0,5,0,0
"GP","F",17,"urbano","mas de 3","juntos","universitaria","universitaria","otro","educacion","cursos","","1 a 15 min","menos de 2 horas",0,"si","si","no","no","si","si","no","si","buena","poco","muy poco","muy poco","muy poco","buena",0,11,11,12
"GP","M",15,"rural","mas de 3","juntos","primaria (hasta 9no)","secundaria","desde casa","servicios publicos","cursos","madre","1 a 15 min","2 a 5 horas",0,"si","no","si","si","si","si","no","no","buena","mucho","mucho","muy poco","muy poco","muy mala",2,11,8,8
"GP","M",17,"rural","menos de 3","","primaria (hasta 4to)","primaria (hasta 9no)","otro","otro","reputacion","madre","1 a 15 min","menos de 2 horas",0,"no","no","no","no","si","si","no","no","mala","poco","poco","mas o menos","mas o menos","muy buena",8,16,12,13
"GP","F",18,"rural","mas de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","desde casa","otro","cursos","","30 min a 1 hora","menos de 2 horas",3,"no","si","no","si","no","si","no","no","muy buena","poco","muchisimo","muy poco","muchisimo","buena",6,9,8,10
"GP","M",16,"rural","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","desde casa","otro","cursos","madre","30 min a 1 hora","menos de 2 horas",0,"no","no","no","no","no","si","no","no","buena","poco","poco","muy poco","poco","mas o menos",2,17,15,15
"GP","M",16,"urbano","mas de 3","","secundaria","secundaria","otro","servicios publicos","cursos","padre","1 a 15 min","2 a 5 horas",1,"no","si","si","no","si","si","si","si","buena","muchisimo","muchisimo","mucho","mucho","muy buena",4,10,12,12
"GP","M",17,"rural","menos de 3","juntos","primaria (hasta 9no)","primaria (hasta 4to)","desde casa","","cursos","madre","15 a 30 min","menos de 2 horas",2,"no","no","no","si","","no","si","si","mas o menos","mas o menos","poco","poco","poco","muy buena",0,7,6,0
"GP","M",15,"rural","mas de 3","juntos","secundaria","primaria (hasta 9no)","otro","otro","cursos","","15 a 30 min","2 a 5 horas",2,"si","si","no","no","","","si","si","buena","mucho","mucho","muy poco","mucho","mas o menos",6,5,9,7
"GP","M",16,"urbano","menos de 3","juntos","primaria (hasta 4to)","primaria (hasta 9no)","otro","otro","cursos","","15 a 30 min","menos de 2 horas",1,"no","no","no","si","si","","no","no","buena","mucho","mucho","poco","mucho","muy buena",0,7,0,0
"GP","M",17,"urbano","mas de 3","juntos","primaria (hasta 4to)","secundaria","desde casa","servicios publicos","cursos","padre","1 a 15 min","menos de 2 horas",0,"no","no","no","no","si","no","si","no","muy buena","mas o menos","mas o menos","muy poco","mucho","mala",2,10,10,10
"GP","M",17,"rural","menos de 3","juntos","primaria (hasta 4to)","primaria (hasta 4to)","otro","servicios publicos","cursos","madre","mas de 1 hora","2 a 5 horas",3,"no","no","no","si","si","no","no","si","muy buena","mas o menos","muchisimo","muy poco","muchisimo","muy buena",0,5,8,7
"GP","M",16,"urbano","mas de 3","","secundaria","primaria (hasta 9no)","servicios publicos","servicios publicos","cursos","madre","15 a 30 min","menos de 2 horas",1,"no","si","no","si","no","no","no","no","buena","muchisimo","poco","muy poco","muy poco","mala",16,12,11,12
"GP","M",16,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","cursos","padre","1 a 15 min","2 a 5 horas",0,"no","no","no","no","","no","si","no","buena","mas o menos","muchisimo","poco","mucho","buena",4,10,10,10
"GP","F",16,"urbano","mas de 3","juntos","universitaria","primaria (hasta 9no)","salud","servicios publicos","cerca de casa","padre","1 a 15 min","2 a 5 horas",0,"no","no","si","no","si","si","si","si","buena","poco","mas o menos","muy poco","muy poco","mas o menos",0,14,15,16
"GP","F",16,"urbano","mas de 3","juntos","primaria (hasta 9no)","primaria (hasta 9no)","otro","otro","cerca de casa","madre","1 a 15 min","2 a 5 horas",0,"no","si","si","no","no","si","si","no","muy buena","muy poco","muchisimo","muy poco","muy poco","buena",0,6,7,0
